rank	gene	longname	N	nnei	nncd	nsil	nmis	nstp	nspl	nind	n	npat	nsite	pCV	pCL	pFN	p	q
9221	GGT7	gamma-glutamyltransferase 7	2047	16	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9222	GGTLC2	gamma-glutamyltransferase light chain 2	675	717	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9223	GH1	growth hormone 1	672	150	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9224	GH2	growth hormone 2	1015	152	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9225	GHDC	GH3 domain containing	1714	168	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9226	GHITM	growth hormone inducible transmembrane protein	1070	390	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9227	GHR	growth hormone receptor	1953	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9228	GHRH	growth hormone releasing hormone	341	525	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9229	GHRL	ghrelin/obestatin preprohormone	446	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9230	GIF	gastric intrinsic factor (vitamin B synthesis)	1288	22	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9231	GIGYF1	GRB10 interacting GYF protein 1	3200	24	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9232	GIGYF2	GRB10 interacting GYF protein 2	4820	11	0	2	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9233	GIMAP1	GTPase, IMAP family member 1	929	188	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9234	GIMAP2	GTPase, IMAP family member 2	1022	844	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9235	GIMAP4	GTPase, IMAP family member 4	998	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9236	GIMAP5	GTPase, IMAP family member 5	932	547	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9237	GIMAP7	GTPase, IMAP family member 7	907	533	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9238	GIMAP8	GTPase, IMAP family member 8	2014	136	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9239	GIN1	gypsy retrotransposon integrase 1	1597	85	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9240	GINS1	GINS complex subunit 1 (Psf1 homolog)	615	301	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9241	GINS2	GINS complex subunit 2 (Psf2 homolog)	576	421	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9242	GINS3	GINS complex subunit 3 (Psf3 homolog)	780	137	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9243	GINS4	GINS complex subunit 4 (Sld5 homolog)	700	419	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9244	GIPC2	GIPC PDZ domain containing family, member 2	968	315	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9245	GIPC3	GIPC PDZ domain containing family, member 3	961	616	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9246	GIPR	gastric inhibitory polypeptide receptor	1453	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9247	GIT1	G protein-coupled receptor kinase interactor 1	2393	12	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9248	GIT2	G protein-coupled receptor kinase interactor 2	2392	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9249	GIYD1	GIY-YIG domain containing 1	31068	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9250	GIYD2	GIY-YIG domain containing 2	31068	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9251	GJA1	gap junction protein, alpha 1, 43kDa	1153	903	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9252	GJA10	gap junction protein, alpha 10, 62kDa	1630	263	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9253	GJA3	gap junction protein, alpha 3, 46kDa	1312	173	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9254	GJA4	gap junction protein, alpha 4, 37kDa	1006	293	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9255	GJA8	gap junction protein, alpha 8, 50kDa	1308	709	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9256	GJA9	gap junction protein, alpha 9, 59kDa	1552	154	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9257	GJB1	gap junction protein, beta 1, 32kDa	856	816	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9258	GJB2	gap junction protein, beta 2, 26kDa	685	801	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9259	GJB4	gap junction protein, beta 4, 30.3kDa	1618	293	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9260	GJB5	gap junction protein, beta 5, 31.1kDa	826	293	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9261	GJB6	gap junction protein, beta 6, 30kDa	790	486	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9262	GJC1	gap junction protein, gamma 1, 45kDa	1195	208	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9263	GJC2	gap junction protein, gamma 2, 47kDa	1382	248	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9264	GJD2	gap junction protein, delta 2, 36kDa	970	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9265	GJD3	gap junction protein, delta 3, 31.9kDa	885	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9266	GJD4	gap junction protein, delta 4, 40.1kDa	1117	721	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9267	GK	glycerol kinase	1760	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9268	GK2	glycerol kinase 2	1664	409	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9269	GK5	glycerol kinase 5 (putative)	1650	33	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9270	GKAP1	G kinase anchoring protein 1	1145	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9271	GKN1	gastrokine 1	622	913	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9272	GKN2	gastrokine 2	575	474	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9273	GLB1	galactosidase, beta 1	3383	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9274	GLB1L	galactosidase, beta 1-like	2797	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9275	GLB1L2	galactosidase, beta 1-like 2	1983	44	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9276	GLCCI1	glucocorticoid induced transcript 1	1672	140	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9277	GLG1	golgi apparatus protein 1	3720	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9278	GLI1	glioma-associated oncogene homolog 1 (zinc finger protein)	3365	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9279	GLI3	GLI-Kruppel family member GLI3 (Greig cephalopolysyndactyly syndrome)	4799	220	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9280	GLI4	GLI-Kruppel family member GLI4	1143	175	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9281	GLIPR1	GLI pathogenesis-related 1 (glioma)	1077	22	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9282	GLIPR1L1	GLI pathogenesis-related 1 like 1	720	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9283	GLIPR1L2	GLI pathogenesis-related 1 like 2	776	716	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9284	GLIPR2	GLI pathogenesis-related 2	483	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9285	GLIS1	GLIS family zinc finger 1	1895	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9286	GLIS2	GLIS family zinc finger 2	1597	1	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9287	GLIS3	GLIS family zinc finger 3	2833	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9288	GLMN	glomulin, FKBP associated protein	2008	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9289	GLO1	glyoxalase I	575	127	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9290	GLOD4	glyoxalase domain containing 4	1461	157	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9291	GLOD5	glyoxalase domain containing 5	497	985	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9292	GLP1R	glucagon-like peptide 1 receptor	1442	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9293	GLP2R	glucagon-like peptide 2 receptor	1710	28	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9294	GLRA2	glycine receptor, alpha 2	1463	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9295	GLRA3	glycine receptor, alpha 3	1431	159	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9296	GLRA4	glycine receptor, alpha 4	1592	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9297	GLRB	glycine receptor, beta	1530	225	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9298	GLRX	glutaredoxin (thioltransferase)	329	173	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9299	GLRX2	glutaredoxin 2	633	402	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9300	GLRX3	glutaredoxin 3	1050	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9301	GLRX5	glutaredoxin 5	478	32	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9302	GLS	glutaminase	2078	69	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9303	GLS2	glutaminase 2 (liver, mitochondrial)	1877	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9304	GLT1D1	glycosyltransferase 1 domain containing 1	831	704	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9305	GLT25D1	glycosyltransferase 25 domain containing 1	1945	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9306	GLT25D2	glycosyltransferase 25 domain containing 2	1925	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9307	GLT6D1	glycosyltransferase 6 domain containing 1	847	623	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9308	GLT8D1	glycosyltransferase 8 domain containing 1	1464	167	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9309	GLT8D2	glycosyltransferase 8 domain containing 2	1086	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9310	GLTP	glycolipid transfer protein	646	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9311	GLTPD1	glycolipid transfer protein domain containing 1	657	146	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9312	GLTPD2	glycolipid transfer protein domain containing 2	899	722	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9313	GLTSCR1	glioma tumor suppressor candidate region gene 1	4735	97	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9314	GLUD1	glutamate dehydrogenase 1	1725	139	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9315	GLUD2	glutamate dehydrogenase 2	1679	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9316	GLUL	glutamate-ammonia ligase (glutamine synthetase)	1146	238	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9317	GLYAT	glycine-N-acyltransferase	913	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9318	GLYATL1	glycine-N-acyltransferase-like 1	1028	268	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9319	GLYATL2	glycine-N-acyltransferase-like 2	905	432	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9320	GLYCTK	glycerate kinase	1588	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9321	GLYR1	glyoxylate reductase 1 homolog (Arabidopsis)	1724	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9322	GM2A	GM2 ganglioside activator	745	31	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9323	GMCL1	germ cell-less homolog 1 (Drosophila)	1600	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9324	GMDS	GDP-mannose 4,6-dehydratase	1159	59	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9325	GMEB2	glucocorticoid modulatory element binding protein 2	1629	18	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9326	GMFB	glia maturation factor, beta	455	500	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9327	GMFG	glia maturation factor, gamma	453	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9328	GMIP	GEM interacting protein	3071	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9329	GML	glycosylphosphatidylinositol anchored molecule like protein	489	281	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9330	GMNN	geminin, DNA replication inhibitor	654	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9331	GMPPA	GDP-mannose pyrophosphorylase A	1315	577	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9332	GMPPB	GDP-mannose pyrophosphorylase B	1192	105	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9333	GMPR	guanosine monophosphate reductase	1070	80	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9334	GMPR2	guanosine monophosphate reductase 2	1134	34	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9335	GMPS	guanine monphosphate synthetase	2144	65	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9336	GNA11	guanine nucleotide binding protein (G protein), alpha 11 (Gq class)	1104	210	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9337	GNA13	guanine nucleotide binding protein (G protein), alpha 13	1146	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9338	GNA15	guanine nucleotide binding protein (G protein), alpha 15 (Gq class)	1149	338	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9339	GNAI1	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 1	1093	93	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9340	GNAI2	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2	1109	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9341	GNAI3	guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 3	1097	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9342	GNAL	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide, olfactory type	1785	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9343	GNAO1	guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O	1445	162	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9344	GNAQ	guanine nucleotide binding protein (G protein), q polypeptide	1106	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9345	GNAT1	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 1	1084	189	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9346	GNAT2	guanine nucleotide binding protein (G protein), alpha transducing activity polypeptide 2	1095	172	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9347	GNAT3	guanine nucleotide binding protein, alpha transducing 3	1091	353	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9348	GNAZ	guanine nucleotide binding protein (G protein), alpha z polypeptide	1072	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9349	GNB1L	guanine nucleotide binding protein (G protein), beta polypeptide 1-like	2046	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9350	GNB2	guanine nucleotide binding protein (G protein), beta polypeptide 2	1059	297	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9351	GNB2L1	guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1	984	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9352	GNB3	guanine nucleotide binding protein (G protein), beta polypeptide 3	1483	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9353	GNB4	guanine nucleotide binding protein (G protein), beta polypeptide 4	1059	160	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9354	GNE	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase	2308	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9355	GNG10	guanine nucleotide binding protein (G protein), gamma 10	217	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9356	GNG11	guanine nucleotide binding protein (G protein), gamma 11	226	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9357	GNG12	guanine nucleotide binding protein (G protein), gamma 12	227	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9358	GNG13	guanine nucleotide binding protein (G protein), gamma 13	212	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9359	GNG2	guanine nucleotide binding protein (G protein), gamma 2	224	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9360	GNG4	guanine nucleotide binding protein (G protein), gamma 4	236	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9361	GNG5	guanine nucleotide binding protein (G protein), gamma 5	215	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9362	GNG7	guanine nucleotide binding protein (G protein), gamma 7	215	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9363	GNG8	guanine nucleotide binding protein (G protein), gamma 8	216	212	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9364	GNGT1	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1	235	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9365	GNGT2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	223	102	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9366	GNL1	guanine nucleotide binding protein-like 1	1907	259	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9367	GNL2	guanine nucleotide binding protein-like 2 (nucleolar)	2258	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9368	GNL3	guanine nucleotide binding protein-like 3 (nucleolar)	1714	116	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9369	GNL3L	guanine nucleotide binding protein-like 3 (nucleolar)-like	1809	381	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9370	GNLY	granulysin	463	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9371	GNMT	glycine N-methyltransferase	910	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9372	GNPAT	glyceronephosphate O-acyltransferase	2550	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9373	GNPDA1	glucosamine-6-phosphate deaminase 1	894	495	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9374	GNPNAT1	glucosamine-phosphate N-acetyltransferase 1	575	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9375	GNPTAB	N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits	3851	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9376	GNPTG	N-acetylglucosamine-1-phosphate transferase, gamma subunit	1449	39	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9377	GNRH1	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	290	125	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9378	GNRH2	gonadotropin-releasing hormone 2	377	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9379	GNRHR	gonadotropin-releasing hormone receptor	995	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9380	GNS	glucosamine (N-acetyl)-6-sulfatase (Sanfilippo disease IIID)	1711	109	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9381	GOLGA2B		451	336	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9382	GOLGA5	golgi autoantigen, golgin subfamily a, 5	2244	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9383	GOLGA6A	golgin A6 family, member A	2152	988	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9384	GOLGA6B	golgi autoantigen, golgin subfamily a, 6B	2066	207	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9385	GOLGA7	golgi autoantigen, golgin subfamily a, 7	439	140	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9386	GOLGA7B	golgin A7 family, member B	578	701	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9387	GOLGA8A	golgi autoantigen, golgin subfamily a, 8A	1872	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9388	GOLGB1	golgin B1, golgi integral membrane protein	9864	66	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9389	GOLPH3	golgi phosphoprotein 3 (coat-protein)	909	218	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9390	GOLT1A	golgi transport 1 homolog A (S. cerevisiae)	415	133	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9391	GOLT1B	golgi transport 1 homolog B (S. cerevisiae)	449	375	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9392	GOPC	golgi associated PDZ and coiled-coil motif containing	1421	225	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9393	GORAB	golgin, RAB6-interacting	1205	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9394	GORASP1	golgi reassembly stacking protein 1, 65kDa	1554	41	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9395	GORASP2	golgi reassembly stacking protein 2, 55kDa	1395	182	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9396	GOSR1	golgi SNAP receptor complex member 1	791	867	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9397	GOSR2	golgi SNAP receptor complex member 2	831	579	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9398	GOT1	glutamic-oxaloacetic transaminase 1, soluble (aspartate aminotransferase 1)	1274	204	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9399	GOT2	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2)	1329	235	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9400	GP1BB	glycoprotein Ib (platelet), beta polypeptide	794	229	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9401	GP5	glycoprotein V (platelet)	1687	173	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9402	GP6	glycoprotein VI (platelet)	1893	339	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9403	GP9	glycoprotein IX (platelet)	538	296	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9404	GPA33	glycoprotein A33 (transmembrane)	984	198	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9405	GPAA1	glycosylphosphatidylinositol anchor attachment protein 1 homolog (yeast)	2403	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9406	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	2567	88	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9407	GPAT2	glycerol-3-phosphate acyltransferase 2, mitochondrial	2472	79	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9408	GPATCH1	G patch domain containing 1	2872	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9409	GPATCH2	G patch domain containing 2	1673	55	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9410	GPATCH3	G patch domain containing 3	1604	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9411	GPATCH4	G patch domain containing 4	1176	407	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9412	GPC1	glypican 1	1709	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9413	GPC2	glypican 2	1776	280	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9414	GPC4	glypican 4	1703	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9415	GPCPD1	glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae)	2095	146	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9416	GPD1L	glycerol-3-phosphate dehydrogenase 1-like	1084	219	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9417	GPD2	glycerol-3-phosphate dehydrogenase 2 (mitochondrial)	2248	101	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9418	GPER	G protein-coupled estrogen receptor 1	1128	1000	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9419	GPHA2	glycoprotein hormone alpha 2	400	258	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9420	GPHB5	glycoprotein hormone beta 5	280	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9421	GPHN	gephyrin	2398	73	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9422	GPI	glucose phosphate isomerase	1866	101	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9423	GPIHBP1	glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1	569	8	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9424	GPLD1	glycosylphosphatidylinositol specific phospholipase D1	2660	22	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9425	GPM6A	glycoprotein M6A	871	781	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9426	GPM6B	glycoprotein M6B	1104	295	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9427	GPN1	GPN-loop GTPase 1	2067	304	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9428	GPN3	GPN-loop GTPase 3	1086	829	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9429	GPNMB	glycoprotein (transmembrane) nmb	1759	125	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9430	GPR1	G protein-coupled receptor 1	1072	287	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9431	GPR107	G protein-coupled receptor 107	1879	92	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9432	GPR108	G protein-coupled receptor 108	1702	74	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9433	GPR109A	G protein-coupled receptor 109A	1094	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9434	GPR109B	G protein-coupled receptor 109B	1164	211	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9435	GPR110	G protein-coupled receptor 110	2837	78	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9436	GPR111	G protein-coupled receptor 111	1961	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9437	GPR113	G protein-coupled receptor 113	3550	30	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9438	GPR114	G protein-coupled receptor 114	1631	100	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
9439	GPR115	G protein-coupled receptor 115	2124	50	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
